ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,closed_saturday,closed_saturday_lower,closed_saturday_upper,holidays,holidays_lower,holidays_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2009-12-16,26772.896919260776,18836.117393612218,48211.43042471358,26772.896919260776,26772.896919260776,0.0,0.0,0.0,0.0,0.0,0.0,0.1627852905580775,0.1627852905580775,0.1627852905580775,0.2647795368690305,0.2647795368690305,0.2647795368690305,0.1197868460764713,0.1197868460764713,0.1197868460764713,-0.0177925997655183,-0.0177925997655183,-0.0177925997655183,0.0,0.0,0.0,33861.812166184936
2009-12-17,26773.27618849135,22022.50064503524,50480.34471359935,26773.27618849135,26773.27618849135,0.0,0.0,0.0,0.0,0.0,0.0,0.0893959387378462,0.0893959387378462,0.0893959387378462,0.3396916026913935,0.3396916026913935,0.3396916026913935,0.3488135679994997,0.3488135679994997,0.3488135679994997,-0.0985179040459523,-0.0985179040459523,-0.0985179040459523,0.0,0.0,0.0,35867.93328625929
2009-12-18,26773.65545772192,10348.036294910216,36753.20793010356,26773.65545772192,26773.65545772192,0.0,0.0,0.0,0.0,0.0,0.0,0.0274332701132993,0.0274332701132993,0.0274332701132993,-0.1002620776596167,-0.1002620776596167,-0.1002620776596167,0.0504360195010647,0.0504360195010647,0.0504360195010647,-0.1781313672739807,-0.1781313672739807,-0.1781313672739807,0.0,0.0,0.0,24089.273134987987
2009-12-19,26774.034726952494,-20499.46022942541,9385.80637061503,26774.034726952494,26774.034726952494,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.006821316483805,-0.006821316483805,-0.006821316483805,-1.21811797184413,-1.21811797184413,-1.21811797184413,-0.705201457479852,-0.705201457479852,-0.705201457479852,-0.2554555378804728,-0.2554555378804728,-0.2554555378804728,0.0,0.0,0.0,-5839.898152727182
2009-12-20,26774.413996183062,-7002.568883923845,21564.31362198381,26774.413996183062,26774.413996183062,0.0,0.0,0.0,0.0,0.0,0.0,-0.0295152431207469,-0.0295152431207469,-0.0295152431207469,-0.7359656856169029,-0.7359656856169029,-0.7359656856169029,-0.3771297879380139,-0.3771297879380139,-0.3771297879380139,-0.3293206545581421,-0.3293206545581421,-0.3293206545581421,0.0,0.0,0.0,7069.364042491395
2009-12-21,26774.7932657578,4255.730339493426,33963.80974920392,26774.7932657578,26774.7932657578,0.0,0.0,0.0,0.0,0.0,0.0,-0.0606389904444665,-0.0606389904444665,-0.0606389904444665,-0.2768246156955558,-0.2768246156955558,-0.2768246156955558,0.1824064308416657,0.1824064308416657,0.1824064308416657,-0.3985920560927549,-0.3985920560927549,-0.3985920560927549,0.0,0.0,0.0,19362.87140963644
2009-12-22,26775.172535332527,7952.580513625416,36137.84237040067,26775.172535332527,26775.172535332527,0.0,0.0,0.0,0.0,0.0,0.0,-0.0957795718274427,-0.0957795718274427,-0.0957795718274427,-0.17708852966588,-0.17708852966588,-0.17708852966588,0.3808883810002095,0.3808883810002095,0.3808883810002095,-0.4621973388386468,-0.4621973388386468,-0.4621973388386468,0.0,0.0,0.0,22033.59659950024
2009-12-23,26775.55180490726,-835.6645467008317,25642.69449203498,26775.55180490726,26775.55180490726,0.0,0.0,0.0,0.0,0.0,0.0,-0.1083658578497189,-0.1083658578497189,-0.1083658578497189,-0.5077315449331403,-0.5077315449331403,-0.5077315449331403,0.1197868460761518,0.1197868460761518,0.1197868460761518,-0.5191525331595731,-0.5191525331595731,-0.5191525331595731,0.0,0.0,0.0,13180.759520564365
2009-12-24,26775.931074481992,4249.817374455592,33189.93895495406,26775.931074481992,26775.931074481992,0.0,0.0,0.0,0.0,0.0,0.0,-0.0800377029605864,-0.0800377029605864,-0.0800377029605864,-0.2998107226234465,-0.2998107226234465,-0.2998107226234465,0.3488135679994318,0.3488135679994318,0.3488135679994318,-0.568586587662292,-0.568586587662292,-0.568586587662292,0.0,0.0,0.0,18748.21983012595
2009-12-25,26776.31034405672,-2893.291755319796,25733.81316507763,26776.31034405672,26776.31034405672,0.0,0.0,0.0,0.0,0.0,0.0,-0.0270753325541087,-0.0270753325541087,-0.0270753325541087,-0.5864028006549176,-0.5864028006549176,-0.5864028006549176,0.0504360195001323,0.0504360195001323,0.0504360195001323,-0.6097634876009412,-0.6097634876009412,-0.6097634876009412,0.0,0.0,0.0,11074.60696709662
2009-12-26,26776.689613631454,-30093.16555070534,-1029.9411671096705,26776.689613631454,26776.689613631454,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,0.0063813166410201,0.0063813166410201,0.0063813166410201,-1.5915611913596197,-1.5915611913596197,-1.5915611913596197,-0.7052014574794561,-0.7052014574794561,-0.7052014574794561,-0.6421013905211836,-0.6421013905211836,-0.6421013905211836,0.0,0.0,0.0,-15840.05040850658
2009-12-27,26777.068883206182,-16029.27821824837,12342.396371461791,26777.068883206182,26777.068883206182,0.0,0.0,0.0,0.0,0.0,0.0,-0.0150568296833137,-0.0150568296833137,-0.0150568296833137,-1.0573748541758048,-1.0573748541758048,-1.0573748541758048,-0.377129787938868,-0.377129787938868,-0.377129787938868,-0.665188236553623,-0.665188236553623,-0.665188236553623,0.0,0.0,0.0,-1536.330422429435
2009-12-28,26777.448152780915,-3661.901756795784,24938.632236854915,26777.448152780915,26777.448152780915,0.0,0.0,0.0,0.0,0.0,0.0,-0.0852695936400443,-0.0852695936400443,-0.0852695936400443,-0.5816565435714969,-0.5816565435714969,-0.5816565435714969,0.1824064308419691,0.1824064308419691,0.1824064308419691,-0.6787933807734217,-0.6787933807734217,-0.6787933807734217,0.0,0.0,0.0,11202.170214569403
2009-12-29,26777.827422355647,-1460.6194681847985,27825.659424996127,26777.827422355647,26777.827422355647,0.0,0.0,0.0,0.0,0.0,0.0,-0.1592587814539106,-0.1592587814539106,-0.1592587814539106,-0.4612452987326758,-0.4612452987326758,-0.4612452987326758,0.3808883809999636,0.3808883809999636,0.3808883809999636,-0.6828748982787288,-0.6828748982787288,-0.6828748982787288,0.0,0.0,0.0,14426.680413519178
2009-12-30,26778.206691930376,-7998.393330197788,21250.11621613536,26778.206691930376,26778.206691930376,0.0,0.0,0.0,0.0,0.0,0.0,-0.1897121973587028,-0.1897121973587028,-0.1897121973587028,-0.7475076775584808,-0.7475076775584808,-0.7475076775584808,0.1197868460758324,0.1197868460758324,0.1197868460758324,-0.6775823262756103,-0.6775823262756103,-0.6775823262756103,0.0,0.0,0.0,6761.291598464532
2009-12-31,26778.585961505105,-1171.864894433447,27440.83227995238,26778.585961505105,26778.585961505105,0.0,0.0,0.0,0.0,0.0,0.0,-0.1640529162694601,-0.1640529162694601,-0.1640529162694601,-0.4784940766296319,-0.4784940766296319,-0.4784940766296319,0.348813567999763,0.348813567999763,0.348813567999763,-0.6632547283599349,-0.6632547283599349,-0.6632547283599349,0.0,0.0,0.0,13965.191198407494
2010-01-01,26778.96523107984,-5994.8628576910805,22148.18539730879,26778.96523107984,26778.96523107984,0.0,0.0,0.0,0.0,0.0,0.0,-0.1085824604761267,-0.1085824604761267,-0.1085824604761267,-0.6985605319744493,-0.6985605319744493,-0.6985605319744493,0.0504360195016982,0.0504360195016982,0.0504360195016982,-0.6404140910000209,-0.6404140910000209,-0.6404140910000209,0.0,0.0,0.0,8072.237033531424
2010-01-02,26779.34450065457,-29998.823608178995,-1210.789573511125,26779.34450065457,26779.34450065457,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.0583126930564384,-0.0583126930564384,-0.0583126930564384,-1.623907998017778,-1.623907998017778,-1.623907998017778,-0.7052014574798298,-0.7052014574798298,-0.7052014574798298,-0.6097541874815097,-0.6097541874815097,-0.6097541874815097,0.0,0.0,0.0,-16707.847215631784
2010-01-03,26779.723770229302,-13416.01919328331,14297.585290453617,26779.723770229302,26779.723770229302,0.0,0.0,0.0,0.0,0.0,0.0,-0.023767359661978,-0.023767359661978,-0.023767359661978,-0.9730223143713976,-0.9730223143713976,-0.9730223143713976,-0.3771297879397222,-0.3771297879397222,-0.3771297879397222,-0.5721251667696972,-0.5721251667696972,-0.5721251667696972,0.0,0.0,0.0,722.4549690940592
2010-01-04,26780.10303980403,4040.789831376471,31303.83252607609,26780.10303980403,26780.10303980403,0.0,0.0,0.0,0.0,0.0,0.0,0.0124421071341377,0.0124421071341377,0.0124421071341377,-0.3336657024829712,-0.3336657024829712,-0.3336657024829712,0.1824064308423249,0.1824064308423249,0.1824064308423249,-0.5285142404594338,-0.5285142404594338,-0.5285142404594338,0.0,0.0,0.0,17844.501146461465
2010-01-05,26780.48230937876,11399.274873107492,39963.28181384119,26780.48230937876,26780.48230937876,0.0,0.0,0.0,0.0,0.0,0.0,0.0673905390128171,0.0673905390128171,0.0673905390128171,-0.0317440269520971,-0.0317440269520971,-0.0317440269520971,0.3808883810000127,0.3808883810000127,0.3808883810000127,-0.480022946964927,-0.480022946964927,-0.480022946964927,0.0,0.0,0.0,25930.36195715968
2010-01-06,26780.861578953496,8289.525893814363,35659.54336785355,26780.861578953496,26780.861578953496,0.0,0.0,0.0,0.0,0.0,0.0,0.1287916633326347,0.1287916633326347,0.1287916633326347,-0.1792630559552586,-0.1792630559552586,-0.1792630559552586,0.1197868460758525,0.1197868460758525,0.1197868460758525,-0.4278415653637459,-0.4278415653637459,-0.4278415653637459,0.0,0.0,0.0,21980.04249119552
2010-01-07,26781.240848528225,15789.996701786338,43921.88112239951,26781.240848528225,26781.240848528225,0.0,0.0,0.0,0.0,0.0,0.0,0.1577553903516911,0.1577553903516911,0.1577553903516911,0.1333476291193301,0.1333476291193301,0.1333476291193301,0.3488135679996951,0.3488135679996951,0.3488135679996951,-0.3732213292320561,-0.3732213292320561,-0.3732213292320561,0.0,0.0,0.0,30352.45582055322
2010-01-08,26781.62011810296,8161.76524400836,37017.90463026655,26781.62011810296,26781.62011810296,0.0,0.0,0.0,0.0,0.0,0.0,0.1243756770065614,0.1243756770065614,0.1243756770065614,-0.1426334546619669,-0.1426334546619669,-0.1426334546619669,0.0504360195007658,0.0504360195007658,0.0504360195007658,-0.3174451511692943,-0.3174451511692943,-0.3174451511692943,0.0,0.0,0.0,22961.665119213496
2010-01-09,26781.999387652275,-19454.844285028983,8961.095682088211,26781.999387652275,26781.999387652275,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,0.0428145370403542,0.0428145370403542,0.0428145370403542,-1.174824190252184,-1.174824190252184,-1.174824190252184,-0.7052014574802035,-0.7052014574802035,-0.7052014574802035,-0.2617976098123348,-0.2617976098123348,-0.2617976098123348,0.0,0.0,0.0,-4682.141356280793
2010-01-10,26782.378657201592,-3819.512485950202,25518.748703991496,26782.378657201592,26782.378657201592,0.0,0.0,0.0,0.0,0.0,0.0,-0.0303394437059521,-0.0303394437059521,-0.0303394437059521,-0.6150042034378563,-0.6150042034378563,-0.6150042034378563,-0.3771297879391634,-0.3771297879391634,-0.3771297879391634,-0.2075349717927407,-0.2075349717927407,-0.2075349717927407,0.0,0.0,0.0,10311.103204958285
2010-01-11,26782.75792675092,12586.267284835714,41461.58813893224,26782.75792675092,26782.75792675092,0.0,0.0,0.0,0.0,0.0,0.0,-0.0377741090791619,-0.0377741090791619,-0.0377741090791619,-0.0112236989445601,-0.0112236989445601,-0.0112236989445601,0.1824064308416813,0.1824064308416813,0.1824064308416813,-0.1558560207070795,-0.1558560207070795,-0.1558560207070795,0.0,0.0,0.0,26482.15631487604
2010-01-12,26783.137196300235,20638.539735331156,50470.48407652443,26783.137196300235,26783.137196300235,0.0,0.0,0.0,0.0,0.0,0.0,0.0315798834308415,0.0315798834308415,0.0315798834308415,0.3045938206970667,0.3045938206970667,0.3045938206970667,0.3808883809999639,0.3808883809999639,0.3808883809999639,-0.1078744437337387,-0.1078744437337387,-0.1078744437337387,0.0,0.0,0.0,34941.115285175045
2010-01-13,26783.51646584956,17759.553406246185,44543.30715370226,26783.51646584956,26783.51646584956,0.0,0.0,0.0,0.0,0.0,0.0,0.1320183891224292,0.1320183891224292,0.1320183891224292,0.1872117505844672,0.1872117505844672,0.1872117505844672,0.1197868460760123,0.1197868460760123,0.1197868460760123,-0.0645934846139744,-0.0645934846139744,-0.0645934846139744,0.0,0.0,0.0,31797.70547022916
2010-01-14,26783.89573539888,26377.168039290336,53998.71159307771,26783.89573539888,26783.89573539888,0.0,0.0,0.0,0.0,0.0,0.0,0.1969416411462472,0.1969416411462472,0.1969416411462472,0.5188716986439333,0.5188716986439333,0.5188716986439333,0.3488135679996272,0.3488135679996272,0.3488135679996272,-0.0268835105019411,-0.0268835105019411,-0.0268835105019411,0.0,0.0,0.0,40681.30121192729
2010-01-15,26784.2750049482,18364.328434393115,46726.42958916164,26784.2750049482,26784.2750049482,0.0,0.0,0.0,0.0,0.0,0.0,0.1899064711837463,0.1899064711837463,0.1899064711837463,0.2448794293366616,0.2448794293366616,0.2448794293366616,0.0504360195003789,0.0504360195003789,0.0504360195003789,0.0045369386525363,0.0045369386525363,0.0045369386525363,0.0,0.0,0.0,33343.19298335612
2010-01-16,26784.65427449752,-8924.819429557234,19126.6744332684,26784.65427449752,26784.65427449752,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,0.1271310101659846,0.1271310101659846,0.1271310101659846,-0.7995939635415947,-0.7995939635415947,-0.7995939635415947,-0.7052014574801632,-0.7052014574801632,-0.7052014574801632,0.0291161437725838,0.0291161437725838,0.0291161437725838,0.0,0.0,0.0,5367.80640106073
2010-01-17,26785.03354404684,4646.459624734698,33761.79391251502,26785.03354404684,26785.03354404684,0.0,0.0,0.0,0.0,0.0,0.0,0.0550454498630727,0.0550454498630727,0.0550454498630727,-0.275604462073751,-0.275604462073751,-0.275604462073751,-0.3771297879402183,-0.3771297879402183,-0.3771297879402183,0.0464798760033944,0.0464798760033944,0.0464798760033944,0.0,0.0,0.0,19402.95878251244
2010-01-18,26785.41281359616,20030.420033548417,46944.79153893861,26785.41281359616,26785.41281359616,0.0,0.0,0.0,0.0,0.0,0.0,0.0073292991363294,0.0073292991363294,0.0073292991363294,0.2461732211933975,0.2461732211933975,0.2461732211933975,0.1824064308420371,0.1824064308420371,0.1824064308420371,0.0564374912150309,0.0564374912150309,0.0564374912150309,0.0,0.0,0.0,33379.26416691404
2010-01-19,26785.792083145483,23246.624844647333,53431.68124705468,26785.792083145483,26785.792083145483,0.0,0.0,0.0,0.0,0.0,0.0,-0.0180233732433513,-0.0180233732433513,-0.0180233732433513,0.4218483302844071,0.4218483302844071,0.4218483302844071,0.3808883810000131,0.3808883810000131,0.3808883810000131,0.0589833225277454,0.0589833225277454,0.0589833225277454,0.0,0.0,0.0,38085.3337487657
2010-01-20,26786.171352694804,16672.524722578546,44348.82314377256,26786.171352694804,26786.171352694804,0.0,0.0,0.0,0.0,0.0,0.0,-0.0435675123396774,-0.0435675123396774,-0.0435675123396774,0.1305127039712187,0.1305127039712187,0.1305127039712187,0.1197868460765117,0.1197868460765117,0.1197868460765117,0.0542933702343844,0.0542933702343844,0.0542933702343844,0.0,0.0,0.0,30282.1070049714
2010-01-21,26786.55062224412,20783.99691561593,49574.23583764568,26786.55062224412,26786.55062224412,0.0,0.0,0.0,0.0,0.0,0.0,-0.0791268344058416,-0.0791268344058416,-0.0791268344058416,0.3124041481787236,0.3124041481787236,0.3124041481787236,0.3488135679995594,0.3488135679995594,0.3488135679995594,0.0427174145850058,0.0427174145850058,0.0427174145850058,0.0,0.0,0.0,35154.78015203256
2010-01-22,26786.929891793443,11025.913192795731,41745.25604754311,26786.929891793443,26786.929891793443,0.0,0.0,0.0,0.0,0.0,0.0,-0.1066567167398437,-0.1066567167398437,-0.1066567167398437,-0.0314538981557593,-0.0314538981557593,-0.0314538981557593,0.0504360195008541,0.0504360195008541,0.0504360195008541,0.0247667990832302,0.0247667990832302,0.0247667990832302,0.0,0.0,0.0,25944.376527071505
2010-01-23,26787.309161342764,-16036.445326839175,12986.006984165117,26787.309161342764,26787.309161342764,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.0992281919066675,-0.0992281919066675,-0.0992281919066675,-1.0539710625645078,-1.0539710625645078,-1.0539710625645078,-0.7052014574801813,-0.7052014574801813,-0.7052014574801813,0.0010982468223409,0.0010982468223409,0.0010982468223409,0.0,0.0,0.0,-1445.739538681643
2010-01-24,26787.688430892085,693.0121335017193,28525.813431479863,26787.688430892085,26787.688430892085,0.0,0.0,0.0,0.0,0.0,0.0,-0.0541838684136291,-0.0541838684136291,-0.0541838684136291,-0.4588194795511188,-0.4588194795511188,-0.4588194795511188,-0.3771297879394588,-0.3771297879394588,-0.3771297879394588,-0.0275058231980308,-0.0275058231980308,-0.0275058231980308,0.0,0.0,0.0,14496.97516665265
2010-01-25,26788.067700441406,15007.521132898675,44513.60334009283,26788.067700441406,26788.067700441406,0.0,0.0,0.0,0.0,0.0,0.0,-0.0049882406638041,-0.0049882406638041,-0.0049882406638041,0.1172582684092248,0.1172582684092248,0.1172582684092248,0.1824064308423929,0.1824064308423929,0.1824064308423929,-0.060159921769364,-0.060159921769364,-0.060159921769364,0.0,0.0,0.0,29929.19013302425
2010-01-26,26788.446969990728,20882.66578242136,49068.96959573072,26788.446969990728,26788.446969990728,0.0,0.0,0.0,0.0,0.0,0.0,0.003297316801696,0.003297316801696,0.003297316801696,0.2882852738633036,0.2882852738633036,0.2882852738633036,0.3808883809997672,0.3808883809997672,0.3808883809997672,-0.0959004239381595,-0.0959004239381595,-0.0959004239381595,0.0,0.0,0.0,34511.16174110709
2010-01-27,26788.826239540045,11624.76646969867,39333.02579333554,26788.826239540045,26788.826239540045,0.0,0.0,0.0,0.0,0.0,0.0,-0.0462901720336066,-0.0462901720336066,-0.0462901720336066,-0.060215447577397,-0.060215447577397,-0.060215447577397,0.1197868460760526,0.1197868460760526,0.1197868460760526,-0.133712121619843,-0.133712121619843,-0.133712121619843,0.0,0.0,0.0,25175.725077453026
2010-01-28,26789.20550379433,15360.874596566024,42886.24169309273,26789.20550379433,26789.20550379433,0.0,0.0,0.0,0.0,0.0,0.0,-0.1252302015461335,-0.1252302015461335,-0.1252302015461335,0.0510277006988389,0.0510277006988389,0.0510277006988389,0.3488135679998906,0.3488135679998906,0.3488135679998906,-0.1725556657549182,-0.1725556657549182,-0.1725556657549182,0.0,0.0,0.0,28156.19706420163
2010-01-29,26789.584768048608,3266.693001440097,32374.010250270232,26789.584768048608,26789.584768048608,0.0,0.0,0.0,0.0,0.0,0.0,-0.1817846026229038,-0.1817846026229038,-0.1817846026229038,-0.3427437348975083,-0.3427437348975083,-0.3427437348975083,0.0504360195004671,0.0504360195004671,0.0504360195004671,-0.2113951517750717,-0.2113951517750717,-0.2113951517750717,0.0,0.0,0.0,17607.622428294228
2010-01-30,26789.964032302887,-24294.712432498163,3463.9718021825643,26789.964032302887,26789.964032302887,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.25063966,-0.1829250637314362,-0.1829250637314362,-0.1829250637314362,-1.3879912864861248,-1.3879912864861248,-1.3879912864861248,-0.7052014574793714,-0.7052014574793714,-0.7052014574793714,-0.249225105275317,-0.249225105275317,-0.249225105275317,0.0,0.0,0.0,-10394.272609810208
2010-01-31,26790.343296557163,-9113.17008998096,20035.952437853444,26790.343296557163,26790.343296557163,0.0,0.0,0.0,0.0,0.0,0.0,-0.137585405700073,-0.137585405700073,-0.137585405700073,-0.7998113421141014,-0.7998113421141014,-0.7998113421141014,-0.3771297879391007,-0.3771297879391007,-0.3771297879391007,-0.2850961484749277,-0.2850961484749277,-0.2850961484749277,0.0,0.0,0.0,5363.122868840258
2010-02-01,26790.72256081144,5962.613621408394,34475.98157301242,26790.72256081144,26790.72256081144,0.0,0.0,0.0,0.0,0.0,0.0,-0.0813319153739941,-0.0813319153739941,-0.0813319153739941,-0.2170641560556985,-0.2170641560556985,-0.2170641560556985,0.1824064308427487,0.1824064308427487,0.1824064308427487,-0.3181386715244531,-0.3181386715244531,-0.3181386715244531,0.0,0.0,0.0,20975.416978026544
2010-02-02,26791.101825065725,11724.831673267652,41290.450042263874,26791.101825065725,26791.101825065725,0.0,0.0,0.0,0.0,0.0,0.0,-0.0397346521701178,-0.0397346521701178,-0.0397346521701178,-0.0064301658198733,-0.0064301658198733,-0.0064301658198733,0.3808883810003086,0.3808883810003086,0.3808883810003086,-0.347583894650064,-0.347583894650064,-0.347583894650064,0.0,0.0,0.0,26618.83059783344
2010-02-03,26791.48108932,5089.787127927393,33511.89484256599,26791.48108932,26791.48108932,0.0,0.0,0.0,0.0,0.0,0.0,-0.0073814544855509,-0.0073814544855509,-0.0073814544855509,-0.2603763940712983,-0.2603763940712983,-0.2603763940712983,0.1197868460762124,0.1197868460762124,0.1197868460762124,-0.3727817856619598,-0.3727817856619598,-0.3727817856619598,0.0,0.0,0.0,19815.61185145348
